,player_name,school,GP,Min_per,ORtg,usg,eFG,TS_per,FT_per,twoP_per,TP_per,yr,ht,ast/tov,pick,drtg,bpm,mp,oreb,dreb,ast,stl,blk,pts,role,drafted
22443,Michael Devoe,Georgia Tech,8,78.9,122.0,26.6,65.9,66.77,0.737,0.561,0.532,4,195,1.36363636,0.0,97.6503,7.4072,35.5,0.5,4.875,3.75,1.5,0.125,21.875,Combo G,No
22445,Joey Baker,Duke,8,46.6,129.6,15.3,53.7,60.26,0.933,0.438,0.4,4,198,3.5,0.0,95.2856,4.11226,18.625,0.5,1.5,0.875,0.75,0.0,7.25,Wing G,No
22446,Devin Vassell,Florida St.,30,69.0,124.8,18.9,56.5,58.48,0.738,0.532,0.41500000000000004,2,200,2.13029853,11.0,92.4381,9.17104,28.7333,1.2667,3.8,1.6333000000000002,1.4,0.9667,12.6667,Wing G,Yes
22448,Blake Preston,Liberty,8,34.1,107.7,24.4,54.3,54.12,0.5,0.543,0.0,3,205,0.88889998,0.0,87.9245,3.589,13.5556,1.7778,3.4444,0.8889,0.4444,0.33330000000000004,5.7778,C,No
22451,Myles Dread,Penn St.,10,70.6,99.3,12.7,50.0,50.09,0.5,0.2,0.353,4,193,1.7000000499999999,0.0,101.561,2.89279,28.6,0.30000000000000004,2.0,1.7000000000000002,1.3,0.0,5.8,Scoring PG,No
22452,Ryan Young,Northwestern,9,42.2,126.3,25.8,62.5,67.47,0.8,0.625,0.0,3,208,1.24997185,0.0,88.7697,4.05019,17.1111,1.0,3.1111,1.1111,0.33330000000000004,0.4444,10.8889,C,No
22453,Miller Kopp,Indiana,10,63.2,116.6,14.5,51.5,56.92,0.9440000000000001,0.417,0.419,3,200,1.62499992,0.0,90.613,3.86317,25.9,0.4,2.7,1.3,0.4,0.4,8.6,Wing G,No
22454,Luther Muhammad,Arizona St.,9,55.8,83.8,19.6,35.6,39.09,0.833,0.47400000000000003,0.167,3,190,1.62492967,0.0,97.2852,0.36521499999999996,25.1111,0.1111,2.5556,1.4444,1.5556,0.1111,7.4444,Combo G,No
22455,Pete Nance,Northwestern,9,64.1,119.8,28.0,58.0,60.41,0.85,0.557,0.44,4,208,2.45459001,0.0,81.9863,11.5686,26.0,1.3333,6.6667000000000005,3.0,0.5556,2.0,16.4444,PF/C,No
22456,Justin Ahrens,Ohio St.,10,69.5,121.6,13.3,62.5,63.9,0.706,0.0,0.431,4,198,1.62499992,0.0,103.118,4.89479,27.8,0.1,3.0,1.3,0.4,0.1,8.7,Combo G,No
22457,Duane Washington Jr.,Ohio St.,31,79.4,107.7,25.9,51.7,55.08,0.835,0.458,0.374,3,190,1.34326562,0.0,108.213,4.18031,32.1613,0.1613,3.2258,2.9032,0.4194,0.0323,16.3548,Combo G,No
22458,Myreon Jones,Florida,10,79.5,106.0,15.8,48.3,50.41,0.8180000000000001,0.485,0.321,4,190,1.69230779,0.0,89.6995,3.55372,31.8,0.8,2.7,2.2,1.8,0.0,9.5,Combo G,No
22459,Jaedon LeDee,TCU,23,33.4,117.6,18.9,53.8,57.95,0.7000000000000001,0.5630000000000001,0.0,3,205,0.5000958,0.0,105.571,0.409472,15.1739,1.7391,2.1739,0.2609,0.3043,0.13040000000000002,5.7826,C,No
22461,John Knight III,Southern Utah,8,83.3,103.5,28.5,58.7,60.82,0.644,0.607,0.0,4,190,1.08108107,0.0,96.9191,4.05616,32.3,0.9,4.1,4.0,1.9,0.5,18.1,Combo G,No
22462,Jules Bernard,UCLA,9,69.9,126.8,19.0,56.4,59.77,0.8,0.489,0.436,4,200,2.62492987,0.0,96.1178,6.45005,28.3333,0.6667000000000001,3.6667,2.3333,0.4444,0.33330000000000004,13.0,Wing G,No
22463,Moses Brown,UCLA,32,55.9,103.7,21.3,60.7,55.58,0.352,0.607,0.0,1,215,0.1836468,0.0,98.6786,2.73403,23.3125,3.375,4.9375,0.2812,0.5938,1.9375,9.7188,C,No
22464,Kyle Lofton,St. Bonaventure,7,68.3,114.9,24.2,46.6,56.01,0.909,0.456,0.323,4,190,2.73325869,0.0,101.252,2.18755,39.0,0.2857,3.5714,5.8571,1.5714000000000001,0.0,17.4286,Scoring PG,No
22465,Kenneth Nwuba,UCLA,9,22.7,95.1,11.4,63.6,62.76,0.5,0.636,0.0,3,208,0.49992499,0.0,94.0121,3.12676,9.2222,0.5556,1.0,0.33330000000000004,0.1111,0.4444,1.6667,C,No
22466,Ben Harvey,Southern Illinois,2,8.1,56.1,19.7,30.0,30.0,0.0,0.0,0.25,3,195,0.75,0.0,100.952,-10.4941,14.5,0.5,2.0,1.5,0.0,0.0,1.5,Wing G,No
22467,Kabir Mohammed,Missouri St.,22,16.8,108.5,16.9,47.4,54.51,0.6880000000000001,0.47400000000000003,0.0,4,195,1.15383314,0.0,97.9092,2.80384,10.0909,1.0,1.0,0.6818000000000001,0.5,0.09090000000000001,2.6364,Wing F,No
22468,Jordan McCabe,UNLV,9,70.3,102.6,15.0,48.2,48.94,0.556,0.5,0.316,4,182,3.42857162,0.0,105.02,0.47292599999999996,29.6,0.2,1.1,4.8,1.5,0.2,6.7,Pure PG,No
22469,Emmitt Matthews Jr.,Washington,8,77.8,86.1,19.1,41.1,44.88,0.654,0.422,0.265,4,200,0.125,0.0,102.122,-4.42674,31.625,1.625,3.25,0.25,0.5,0.125,10.25,Wing F,No
22471,Trey Doomes,Chattanooga,7,12.9,103.5,28.3,59.1,60.75,0.65,0.605,0.333,3,190,0.93750705,0.0,97.3181,1.5817,17.3333,0.7778,2.6667,1.6667,1.3333,0.2222,9.3333,Wing G,No
22472,Derek Culver,West Virginia,29,64.9,101.8,29.1,47.8,51.7,0.624,0.47800000000000004,0.0,3,208,0.49228161000000004,0.0,95.048,2.75636,26.2759,2.8276,6.6207,1.1034,0.8276,0.8276,14.2759,C,No
22473,Francisco Caffaro,Virginia,10,37.3,98.5,16.8,57.9,56.81,0.522,0.579,0.0,3,215,0.22222223,0.0,93.6824,-1.7130100000000001,14.9,1.5,2.3,0.2,0.2,0.30000000000000004,3.4,C,No
22476,Cameron Copeland,Austin Peay,6,63.8,101.1,23.8,49.2,50.07,0.75,0.465,0.364,3,200,1.63636364,0.0,105.385,0.9161600000000001,27.0,0.875,3.0,2.25,1.5,0.25,11.875,Combo G,No
22477,Carter Hendricksen,North Florida,10,64.5,85.0,23.0,40.9,46.22,0.864,0.29,0.316,3,200,0.90912563,0.0,114.483,-2.61613,25.0833,0.75,3.4167,1.6667,0.75,0.33330000000000004,10.1667,Wing G,No
22478,Dorian James,North Florida,10,59.0,86.2,14.6,50.0,53.13,0.6920000000000001,0.46900000000000003,0.429,2,200,0.77275951,0.0,113.376,-0.89034,22.9167,1.1667,2.6667,1.4167,0.6667000000000001,0.6667000000000001,4.9167000000000005,Wing F,No
22480,Trevante Anderson,Idaho,9,80.0,88.8,26.6,38.7,46.78,0.722,0.375,0.27,3,185,1.19999995,0.0,114.986,-4.41291,32.2,1.3,3.8,4.2,0.30000000000000004,0.30000000000000004,13.3,Scoring PG,No
22481,Dan Fotu,Saint Mary's,11,50.7,115.3,27.6,66.7,69.62,0.852,0.642,0.5,4,200,0.33335078,0.0,90.5243,3.69677,20.2727,1.1818,3.2727,0.6364000000000001,0.5455,0.2727,12.6364,PF/C,No
22482,Alex Mudronja,Saint Mary's,20,5.6,64.9,22.3,43.3,42.55,0.375,0.625,0.14300000000000002,1,195,0.54545456,0.0,98.255,-4.48825,3.85,0.05,0.35000000000000003,0.30000000000000004,0.2,0.05,0.8,Combo G,No
22483,Matthias Tass,Saint Mary's,11,65.2,120.3,22.7,61.8,62.07,0.607,0.642,0.25,4,208,1.73335288,0.0,91.559,8.00201,26.0909,1.8182,3.2727,2.3636,0.4545,0.8182,11.5455,PF/C,No
22485,Brendan Bailey,Marquette,30,62.1,112.0,14.0,52.6,53.1,0.6000000000000001,0.444,0.383,2,203,1.478153,0.0,98.4061,5.6238600000000005,25.2667,1.3,3.9333,1.1333,0.6000000000000001,0.7333000000000001,7.1333,Stretch 4,No
22486,Ugo Obineke,Kennesaw St.,26,61.7,83.1,19.6,38.6,42.22,0.672,0.368,0.272,2,198,0.43752031,0.0,113.605,-8.05581,27.5385,0.5769000000000001,1.9615,0.5385,0.42310000000000003,0.1923,8.3462,Wing G,No
22488,Dane Goodwin,Notre Dame,7,88.6,119.8,17.7,53.4,58.08,0.9,0.488,0.394,3,198,1.0,0.0,102.207,4.5132200000000005,33.875,1.0,4.5,0.75,0.625,0.25,14.25,Wing F,No
22489,Malik Jefferson,Mount St. Mary's,10,65.9,84.9,18.3,42.6,45.55,0.714,0.426,0.0,4,205,0.27774382000000003,0.0,105.668,-2.19339,25.8182,2.5455,4.2727,0.4545,0.7273000000000001,1.3636,7.6364,C,No
22490,Dee Barnes,Southern Utah,6,11.3,85.6,15.5,31.3,43.37,0.8,0.5,0.167,4,193,1.0,0.0,102.707,-2.77277,8.125,0.125,0.5,0.5,0.125,0.125,4.25,Combo G,No
22491,Martin Poulsen,Mount St. Mary's,12,5.0,58.2,15.3,30.0,30.0,0.0,0.5,0.0,1,198,0.57139999,0.0,111.77,-10.2781,5.3571,0.35710000000000003,0.5,0.2857,0.0714,0.0,0.7143,Stretch 4,No
22493,Kris Wooten,Elon,8,30.0,81.2,7.6,37.5,42.47,1.0,0.0,0.25,4,187,2.4999999600000002,0.0,117.955,-4.08423,13.4,0.0,0.8,0.5,0.2,0.1,2.9,Combo G,No
22494,Bryce Washington,Penn,8,5.5,83.6,20.0,33.3,43.17,1.0,0.667,0.0,4,193,1.0,0.0,113.123,-5.72966,3.625,0.25,0.5,0.375,0.0,0.125,0.75,PF/C,No
22495,Anthony Crump,Northern Illinois,8,55.6,63.3,17.3,34.4,35.76,0.389,0.34800000000000003,0.222,4,203,0.75,0.0,96.1126,-2.8205,22.25,0.625,3.625,1.5,1.125,0.375,3.625,Wing F,No
22496,Kyle Colvin,Cal Poly,8,62.8,101.2,19.1,45.5,51.99,0.733,0.432,0.333,2,198,0.39996403,0.0,100.171,-3.93771,24.5556,1.1111,3.5556,0.4444,0.33330000000000004,0.0,8.7778,Wing G,No
22497,Wayne Arnold,Cal St. Fullerton,2,5.6,101.5,21.9,46.7,46.67,0.0,0.5710000000000001,0.25,3,193,1.75001884,0.0,111.36,-3.05127,19.3333,0.33330000000000004,1.6667,2.3333,0.6667000000000001,1.0,11.0,Combo G,No
22498,Elijah Harkless,Oklahoma,10,70.9,99.2,22.1,49.4,52.11,0.68,0.542,0.289,4,190,1.33333337,0.0,87.1518,3.66513,28.7,0.9,4.3,2.8,1.4,0.1,10.2,Wing G,No
22499,Darius Brown II,Cal St. Northridge,6,48.0,86.9,17.8,39.0,43.33,1.0,0.37,0.28600000000000003,4,187,1.33335933,0.0,104.51,-1.36939,25.8571,0.1429,3.4286,1.7143000000000002,1.0,0.0,6.4286,Combo G,No
22501,Michael Ou,Cal St. Northridge,19,14.8,105.5,17.5,47.5,53.52,0.727,0.47500000000000003,0.0,2,205,0.5,0.0,117.04,-6.37335,9.6667,1.0,0.8095,0.2857,0.0476,0.1429,3.4762,C,No
22502,Brendan Harrick,Cal St. Northridge,6,45.2,61.8,17.1,30.8,31.67,1.0,0.231,0.231,3,195,0.55557284,0.0,110.805,-6.10249,23.7143,0.42860000000000004,1.4286,0.7143,0.0,0.8571000000000001,5.4286,Stretch 4,No
22505,Jeameril Wilson,Lehigh,9,62.7,96.9,23.1,61.4,62.65,0.667,0.642,0.353,4,200,0.47998414,0.0,103.482,-1.62728,25.4444,0.5556,4.2222,1.3333,0.4444,0.4444,11.3333,Wing F,No
22506,Tyrone Perry,Lafayette,10,81.5,102.1,18.6,51.9,53.56,0.8180000000000001,0.488,0.361,4,187,1.9285714999999999,0.0,112.401,-2.28578,33.4,0.2,3.5,2.7,0.8,0.0,11.7,Combo G,No
22508,DeAndre Williams,Memphis,9,53.3,99.9,23.9,57.6,59.07,0.64,0.66,0.154,4,205,0.30435125,0.0,91.7575,3.54389,21.3333,2.3333,2.7778,0.7778,1.1111,0.6667000000000001,10.2222,PF/C,No
22509,Nic Lynch,Lehigh,9,29.3,102.8,21.2,47.1,54.09,1.0,0.455,0.5,4,210,0.33328334,0.0,104.481,-3.27692,11.8889,0.8889,1.4444,0.2222,0.1111,0.5556,4.7778,PF/C,No
22510,Blake Harris,North Carolina A&T,16,43.0,82.7,28.4,41.3,49.1,0.846,0.366,0.364,3,190,0.61538992,0.0,102.58,-6.78102,20.1111,0.5,1.9444,1.7778,1.0556,0.055600000000000004,8.6667,Combo G,No
22511,Manny Dixon,Saint Peter's,26,51.9,103.5,12.7,50.0,55.26,0.886,0.493,0.34,1,195,0.48146367,0.0,108.43,-2.8384400000000003,26.0385,0.7692,1.6923,0.5,0.7692,0.1923,5.8077000000000005,Wing G,No
22515,Trey McGowens,Nebraska,3,15.0,88.5,18.6,38.5,48.35,0.643,0.385,0.0,3,193,0.7999639900000001,0.0,96.0004,-1.12542,23.0,1.0,4.0,1.3333,1.3333,0.6667000000000001,6.3333,Wing G,No
22517,LaDarius Marshall,New Orleans,22,30.9,112.3,16.8,59.1,59.26,0.5680000000000001,0.6000000000000001,0.0,3,198,0.53329419,0.0,98.7471,0.10461000000000001,13.6364,1.5,2.1818,0.36360000000000003,0.5909,0.7273000000000001,4.6818,PF/C,No
22518,Ladarius Marshall,Alcorn St.,6,12.5,95.6,15.2,50.0,62.15,0.833,0.5,0.0,3,200,0.0,0.0,107.066,-9.99066,6.6667000000000005,0.16670000000000001,1.1667,0.0,0.16670000000000001,0.0,1.8333,PF/C,No
22519,Kristian Sjolund,Portland,8,21.7,67.7,19.2,31.5,33.42,0.667,1.0,0.13,3,203,0.5,0.0,100.577,-7.87218,10.3333,0.1111,0.5556,0.2222,0.2222,0.33330000000000004,2.8889,PF/C,No
22522,Kameron Gibson,Western Carolina,16,30.0,104.5,15.3,53.5,54.62,0.75,0.40700000000000003,0.397,3,190,1.18181818,0.0,111.708,-2.9652000000000003,19.25,0.3125,1.625,0.8125,0.25,0.0625,6.0625,Wing G,No
22523,Kam Gibson,Vermont,9,42.3,77.3,19.4,42.2,42.59,0.429,0.455,0.261,4,190,0.88888893,0.0,99.903,-5.99387,18.6,0.0,1.2,0.8,0.1,0.0,5.5,Wing G,No
22524,Jake Stephens,VMI,8,84.5,119.4,26.2,56.6,61.82,0.8180000000000001,0.5,0.447,4,210,1.63635004,0.0,98.2033,8.91649,29.7273,1.5455,6.4545,3.2727,0.6364000000000001,2.3636,16.2727,PF/C,No
22525,Carlos Dotson,Western Carolina,28,65.9,108.7,28.6,61.2,60.7,0.5630000000000001,0.612,0.0,4,200,0.69513043,0.0,101.475,0.49827499999999997,27.1667,2.8,6.9,1.9,0.6000000000000001,0.16670000000000001,15.5333,PF/C,No
22526,Ryan Larson,Wofford,9,86.7,119.3,16.2,59.8,64.49,0.84,0.611,0.395,4,185,2.42100375,0.0,103.917,1.70591,31.5455,0.18180000000000002,3.1818,4.1818,1.0,0.09090000000000001,10.4545,Scoring PG,No
22527,Josh Cottrell,Western Carolina,31,29.7,102.5,12.4,55.8,57.49,0.8,0.5,0.377,1,187,0.84203434,0.0,116.501,-3.9275200000000003,12.375,0.09380000000000001,0.5938,0.5,0.21880000000000002,0.0,3.3125,Combo G,No
22528,Isaiah Bigelow,Wofford,9,62.2,104.2,18.8,40.0,49.43,0.889,0.529,0.233,3,200,1.08332576,0.0,102.061,-1.13326,23.636400000000002,1.0909,4.5455,1.1818,0.5455,0.18180000000000002,7.8182,Stretch 4,No
22529,Messiah Jones,Wofford,3,16.4,124.4,24.7,57.1,60.19,0.7000000000000001,0.6000000000000001,0.0,3,198,1.74999994,0.0,101.22,3.79653,18.4,2.0,1.8,1.4,0.8,1.0,9.4,Wing F,No
22530,Kris Monroe,North Carolina Central,8,56.3,69.0,19.1,43.6,43.06,0.25,0.517,0.231,4,203,0.26089244,0.0,108.985,-8.22493,23.1818,1.4545,3.8182,0.5455,0.36360000000000003,0.36360000000000003,7.9091000000000005,Stretch 4,No
22531,SK Shittu,Central Arkansas,9,19.7,83.2,10.8,42.9,41.45,0.0,0.333,0.4,4,205,1.0,0.0,114.125,-4.4278,7.8889,0.2222,1.1111,0.2222,0.2222,0.2222,1.3333,Stretch 4,No
22532,Jericole Hellems,North Carolina St.,10,78.6,104.2,22.6,48.3,54.06,0.833,0.371,0.40700000000000003,4,200,0.72727272,0.0,101.474,0.854632,33.4,0.7000000000000001,3.4,1.6,1.2,0.4,14.7,Wing G,No
22533,Isaiah Stokes,Florida,26,12.7,87.1,26.4,45.9,49.31,0.667,0.491,0.0,1,203,0.55005198,0.0,99.562,-2.91715,7.1154,0.3462,0.6154000000000001,0.42310000000000003,0.1923,0.07690000000000001,2.6923,PF/C,No
22535,Tyrese Martin,Connecticut,7,42.9,111.5,22.4,58.3,59.23,0.619,0.56,0.438,4,198,0.75001093,0.0,86.0139,3.7134,27.8571,2.7143,5.0,1.7143000000000002,0.7143,0.5714,12.8571,Wing F,No
22536,Dana Tate,Rhode Island,9,12.9,70.5,15.8,38.9,39.9,0.5,0.524,0.133,2,200,0.69232902,0.0,97.8502,-3.84613,17.3333,0.2222,1.8889,1.0,0.5556,0.2222,3.4444,Wing G,No
22537,Dana Tate Jr.,Norfolk St.,6,31.9,117.8,18.9,57.5,60.5,0.875,0.40700000000000003,0.615,3,200,1.0,0.0,97.8391,-1.9540600000000001,19.125,0.25,4.5,0.75,0.5,0.0,9.25,Wing F,No
22538,Jamal Hartwell II,George Mason,10,56.0,88.7,17.9,33.8,36.43,0.7000000000000001,0.20800000000000002,0.273,4,177,2.8749998999999997,0.0,104.67,-4.8229,22.4,0.2,1.0,2.3,0.30000000000000004,0.0,5.3,Scoring PG,No
22539,Jordan Miller,Miami FL,11,67.7,107.1,14.7,51.7,54.31,0.667,0.5640000000000001,0.28600000000000003,3,200,0.81819999,0.0,99.0264,4.01258,27.0909,1.6364,4.0,0.8182,1.4545,0.6364000000000001,6.9091000000000005,Wing F,No
22540,Jason Douglas-Stanley,Manhattan,15,39.2,69.9,22.2,31.3,34.21,0.625,0.321,0.20500000000000002,3,187,0.45001127,0.0,99.8428,-9.3473,21.5333,0.2667,1.9333,0.6000000000000001,0.6667000000000001,0.06670000000000001,6.2667,Wing G,No
22541,Marcus Littles,George Washington,24,11.9,76.0,19.9,54.5,56.75,0.643,0.545,0.0,1,205,0.20004801,0.0,104.308,-9.31051,6.625,0.16670000000000001,1.0417,0.16670000000000001,0.0417,0.16670000000000001,1.875,C,No
22542,Berrick JeanLouis,Iona,11,57.5,93.5,12.1,50.0,50.05,0.5,0.594,0.2,4,193,1.40004403,0.0,91.8332,3.74769,23.2727,0.6364000000000001,3.2727,1.9091,1.2727,1.0909,4.3636,Wing G,No
22543,Elijah McNamara,Miami OH,6,36.7,83.9,19.1,37.9,39.02,1.0,0.393,0.0,4,205,0.66666667,0.0,99.6571,-1.8082,13.0,0.75,1.75,0.5,0.375,0.875,3.75,C,No
22544,Mekhi Lairy,Miami OH,6,74.2,103.8,29.0,46.5,50.79,0.85,0.40800000000000003,0.361,4,172,2.07142857,0.0,101.038,1.68245,27.75,0.375,3.375,3.625,1.5,0.125,15.0,Combo G,No
22545,Myja White,Miami OH,6,64.2,127.1,9.1,70.5,71.79,0.8,0.5,0.583,3,185,1.28571429,0.0,106.911,1.16602,25.125,0.25,1.75,1.125,0.375,0.125,6.875,Combo G,No
22546,Anthony Roberts,Stony Brook,9,76.7,95.0,28.8,44.0,49.77,0.857,0.449,0.28200000000000003,3,193,1.03845753,0.0,106.489,-1.38701,31.1111,0.4444,4.7778,3.0,1.0,0.2222,14.7778,Wing G,No
22547,DeAndre Gholston,Milwaukee,8,74.7,94.0,24.5,46.8,49.77,0.833,0.456,0.326,3,195,0.5,0.0,106.268,-3.22559,33.625,0.75,4.0,1.0,0.75,0.125,14.875,Wing G,No
22548,Malik Miller,Morgan St.,3,36.1,101.3,18.7,50.0,55.11,0.667,0.5,0.333,4,193,1.44444443,0.0,101.302,4.56329,27.8,3.2,5.2,2.6,1.8,0.0,11.4,Wing G,No
22549,Tajion Jones,UNC Asheville,8,78.4,117.9,17.9,52.4,55.18,0.917,0.5,0.36,4,195,1.14285718,0.0,109.375,1.41761,27.3,1.7000000000000002,2.7,0.8,0.5,0.30000000000000004,12.6,Wing G,No
22550,Romello Wilbert,Incarnate Word,14,17.7,50.5,21.1,30.6,30.32,0.273,0.4,0.125,1,187,0.39999028000000003,0.0,115.003,-11.9552,15.2941,0.9412,2.0,0.8235,0.5882000000000001,0.2353,2.1765,Wing G,No
22551,Matt Veretto,Delaware,31,48.0,121.3,14.7,60.5,61.68,0.72,0.613,0.4,1,200,0.74999995,0.0,114.633,-2.29821,19.9091,0.9394,1.8485,0.36360000000000003,0.2424,0.18180000000000002,6.4242,Stretch 4,No
22552,Brock Cunningham,Texas,8,30.9,154.5,11.4,81.8,85.71,0.9,0.6000000000000001,0.667,3,198,1.0,0.0,85.7176,9.57903,12.375,1.125,1.625,0.375,0.625,0.0,3.375,Wing F,No
22553,Aleks Novakovich,Delaware,9,24.8,83.3,14.2,46.3,47.66,0.6000000000000001,0.4,0.318,2,205,0.60000002,0.0,102.238,-5.98218,16.5,0.8,1.9,0.6000000000000001,0.30000000000000004,0.1,3.8,Stretch 4,No
22554,KJ Simon,Tennessee Martin,8,79.1,95.0,28.8,48.8,50.37,0.684,0.54,0.23500000000000001,3,190,0.6538461999999999,0.0,105.688,-0.73728,29.4,1.6,4.5,1.7000000000000002,1.8,1.3,16.7,Wing G,No
22555,Raymond Bethea Jr.,Hampton,9,37.8,81.1,16.1,35.4,43.01,0.611,0.5,0.1,3,195,0.33330278,0.0,104.355,-6.20956,15.7273,1.3636,1.7273,0.36360000000000003,0.36360000000000003,0.36360000000000003,5.0,Wing F,No
22556,Spencer Rodgers,Kennesaw St.,7,71.4,87.9,26.2,43.8,47.15,0.765,0.47800000000000004,0.257,4,193,1.12499998,0.0,107.265,-2.42079,28.2,0.4,4.9,2.7,1.4,0.2,11.8,Wing G,No
22557,Alex Vilarino,Boston University,28,39.3,93.5,21.9,46.6,50.7,0.6900000000000001,0.488,0.227,2,187,1.18599945,0.0,101.955,-5.11407,18.5862,0.1724,2.3793,1.7586,0.3448,0.0,6.1724,Wing G,No
22558,Au'Diese Toney,Arkansas,10,75.5,139.6,15.2,70.6,73.07,0.761,0.6900000000000001,0.6000000000000001,4,198,1.0,0.0,97.9594,5.61894,30.2,2.8,3.8,1.0,0.8,0.4,12.4,Wing F,No
22559,Zeke Richards,Santa Clara,28,23.4,104.6,14.3,53.1,54.96,0.586,0.531,0.0,1,210,0.24995468,0.0,106.08,-3.23197,10.2759,0.7241000000000001,0.9655,0.1379,0.1379,0.2069,2.3793,C,No
22560,Ezekiel Richards,Northern Arizona,9,42.5,130.4,15.6,56.3,66.39,0.913,0.5630000000000001,0.0,2,208,0.39992803,0.0,102.709,2.74098,17.2222,1.6667,1.8889,0.2222,0.33330000000000004,1.4444,6.3333,C,No
22561,Trey Wertz,Notre Dame,7,61.8,91.4,18.4,35.4,41.97,0.786,0.35000000000000003,0.23800000000000002,3,195,2.55555556,0.0,104.478,-0.885528,24.625,0.0,2.375,2.875,0.5,0.0,5.75,Scoring PG,No
22562,Keshawn Justice,Santa Clara,11,88.6,124.5,18.5,57.7,60.68,0.8280000000000001,0.456,0.455,4,200,4.12484538,0.0,96.8088,5.66009,35.4545,0.4545,7.3636,3.0,0.8182,0.2727,15.0909,Wing G,No
22564,Guglielmo Caruso,Santa Clara,17,51.7,99.8,21.1,56.0,57.35,0.675,0.561,0.368,3,210,0.51513665,0.0,98.3042,1.07772,22.7222,1.2222,3.6111,0.9444,0.16670000000000001,0.9444,9.3333,PF/C,No
22566,Mike Underwood,Central Connecticut,17,14.3,72.9,11.5,34.3,35.69,0.667,0.25,0.261,1,198,0.66676114,0.0,114.683,-8.87752,9.9412,0.058800000000000005,0.4118,0.2353,0.17650000000000002,0.058800000000000005,1.5293999999999999,Wing G,No
22567,Karrington Wallace,Central Connecticut,17,39.6,103.0,20.2,54.3,58.07,0.793,0.551,0.25,3,200,0.6154047500000001,0.0,103.957,-0.0640993,19.5882,1.6471,3.0588,0.9412,0.5294,1.3529,7.2941,PF/C,No
22568,Marc Dadika,Fairleigh Dickinson,13,5.9,99.8,19.0,47.2,50.25,0.75,0.41200000000000003,1.0,2,203,0.66637779,0.0,114.953,-10.3892,4.3846,0.2308,0.3846,0.15380000000000002,0.0,0.0,1.5385,PF/C,No
22569,Jake Wolfe,Morehead St.,8,60.6,98.7,14.7,56.3,61.79,0.909,0.5,0.429,3,195,0.83333336,0.0,107.649,-0.754137,23.7,0.9,1.6,1.5,0.8,0.2,6.5,Combo G,No
22570,Bassel Saliba Jr.,Fairleigh Dickinson,23,16.8,84.3,15.9,28.2,38.24,0.8240000000000001,0.25,0.211,2,193,0.66659999,0.0,111.165,-7.31555,8.9583,0.6667000000000001,1.0417,0.33330000000000004,0.2083,0.0417,1.875,Wing G,No
22572,Vado Morse,James Madison,9,73.1,89.2,23.9,39.3,44.0,0.9,0.34,0.30000000000000004,3,182,1.36837837,0.0,97.9282,-1.10455,28.636400000000002,0.4545,1.4545,2.3636,1.6364,0.18180000000000002,10.6364,Combo G,No
22573,Trajan Wesley,Louisiana Lafayette,7,37.5,100.6,15.3,33.3,51.8,0.842,0.545,0.0,3,175,1.29997301,0.0,93.0842,1.1305100000000001,13.5556,0.1111,1.0,1.4444,1.0,0.0,3.5556,Scoring PG,No
22574,Uros Plavsic,Tennessee,9,23.6,108.4,14.8,66.7,64.95,0.0,0.706,0.0,3,213,0.83335831,0.0,89.6035,0.838125,9.5556,0.7778,0.8889,0.5556,0.2222,0.1111,2.6667,C,No
22575,Lamar Norman Jr.,Western Michigan,7,87.2,99.6,24.9,50.5,52.42,0.75,0.514,0.333,3,185,0.78259511,0.0,124.622,-3.50801,34.3333,0.33330000000000004,2.0,2.0,0.7778,0.0,18.3333,Combo G,No
22576,Reece Wilkinson,Tennessee Tech,26,23.2,97.9,19.7,51.4,53.38,0.667,0.521,0.0,1,205,0.31823759,0.0,105.921,-4.30223,10.6296,1.4815,1.3333,0.25930000000000003,0.25930000000000003,0.40740000000000004,3.4444,C,No
22578,Micheal Anumba,Winthrop,8,69.2,120.8,13.5,59.7,66.84,0.84,0.579,0.41200000000000003,4,193,1.23076929,0.0,111.111,1.19786,26.2,0.8,3.7,1.6,0.0,0.4,7.1,Stretch 4,No
22579,Jaalam Hill,Cleveland St.,20,25.8,87.4,23.3,40.8,44.3,0.649,0.41200000000000003,0.2,4,200,0.31818181,0.0,104.633,-7.57007,16.15,1.2,2.15,0.35000000000000003,0.45,0.2,6.05,Wing F,No
22580,Rashad Williams,Saint Louis,5,11.4,77.2,13.0,50.0,50.0,0.0,0.0,0.333,3,187,1.600024,0.0,104.881,-4.96173,11.5,0.16670000000000001,0.5,1.3333,0.0,0.0,3.0,Scoring PG,No
22581,Seth Millner,Cleveland St.,29,59.9,101.3,15.8,47.7,50.57,0.68,0.484,0.313,1,198,1.10347404,0.0,111.281,-3.01063,23.9032,1.2903,3.3871,1.0323,0.6129,0.0645,7.0968,Wing F,No
22582,Dawson Carper,Missouri St.,9,12.8,79.3,15.5,44.4,50.25,1.0,0.5,0.0,4,213,0.19996401,0.0,94.7793,-2.95264,5.7778,0.33330000000000004,0.7778,0.1111,0.1111,0.33330000000000004,1.1111,C,No
22583,Owen Hulland,Hawaii,10,6.0,79.4,25.5,51.9,51.92,0.0,0.5,0.357,2,213,0.2,0.0,99.1794,-7.79501,7.0,0.5,1.0,0.2,0.1,0.1,2.7,PF/C,No
